page,link,author,source,title,date,category,subcategory
7709,https://github.com/lilbud/btx-article-dump/articles/concert_review/2016-05-27_bruce_springsteen_and_the_e_street_band_[7709].md,Jude Rogers,The Guardian,Bruce Springsteen and the E Street Band: The Magic And Madness Go On,2016-05-27,Concert Review,
7710,https://github.com/lilbud/btx-article-dump/articles/concert_review/2016-05-27_bruce_springsteen_is_one_of_the_last_of_[7710].md,Rob Hughes,The Telegraph,"'Bruce Springsteen is one of the last great showmen of his era' - Etihad Stadium Manchester, review",2016-05-27,Concert Review,
7711,https://github.com/lilbud/btx-article-dump/articles/other/2016-01-01_river_videos_[7711].md,Various,Youtube,River Videos,2016-01-01,Other,
7712,https://github.com/lilbud/btx-article-dump/articles/concert_review/2016-06-05_bruce_springsteen_at_wembley_[7712].md,John Aizlewood,London Evening Standard,Bruce Springsteen at Wembley,2016-06-05,Concert Review,
7713,https://github.com/lilbud/btx-article-dump/articles/interview/2016-07-21_bruce_springsteen_manager_jon_landau_the_[7713].md,Ray Waddell,Billboard,"Bruce Springsteen Manager Jon Landau Talks 'The River' Tour, Forthcoming 'Expansive' Solo Album",2016-07-21,Interview,
7801,https://github.com/lilbud/btx-article-dump/articles/interview/2016-09-19_from_keef_to_the_mighty_oz_my_[7801].md,Unknown,The Times,From Keef To The Mighty Oz: My Inspirations,2016-09-19,Interview,
7802,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-20_bruce_springsteen_s_memoir_riding_with_[7802].md,Dwight Garner,The Times,Bruce Springsteen's Memoir: Riding Shotgun With the Boss,2016-09-20,Book Review,
7803,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-10-01_a_whole_damn_city_crying_[7803].md,Unknown,The Economist,A whole damn city crying,2016-10-01,Book Review,
7804,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-27_darkness_on_the_edge_of_genius_[7804].md,Roddy Doyle,The Irish Times,Darkness On The Edge Of Genius,2016-09-27,Book Review,
7805,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-21_born_to_run_by_bruce_springsteen_review_[7805].md,Richard Williams,The Guardian,Born To Run By Bruce Springsteen Review - Inside The Mind Of The Boss,2016-09-21,Book Review,
7806,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-20_why_would_bruce_springsteen_need_to_an_[7806].md,Joe Heim,Washington Post,Why would Bruce Springsteen need to write an autobiography? Everyone has secrets,2016-09-20,Book Review,
7807,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-22_born_to_run_book_review_[7807].md,Richard Ford,The New York Times,Born to Run Book Review,2016-09-22,Book Review,
7808,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-23_born_to_run_book_review_[7808].md,Steve Almond,Boston Globe,Born to Run Book Review,2016-09-23,Book Review,
7809,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-01_bruce_springsteen_s_memoir_is_epic_we_[7809].md,Rob Sheffield,Rolling Stone,Bruce Springsteen's Memoir Is Exhilarating Epic We Need,2016-09-01,Book Review,
7810,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-24_bruce_springsteen_on_keeping_life_honest_[7810].md,Randy Lewis,The LA Times,"Bruce Springsteen on keeping life honest, real in 'Born to Run' autobiography",2016-09-24,Book Review,
7811,https://github.com/lilbud/btx-article-dump/articles/interview/2016-09-25_bruce_springsteen_rock_god_and_american_[7811].md,Nick Rufford,The Sunday Times,"Bruce Springsteen, rock god and American icon",2016-09-25,Interview,
7901,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-09-29_deliver_me_from_nowhere_[7901].md,Keith Cameron,Mojo Magazine,Deliver Me From Nowhere,2016-09-29,Book Review,
7902,https://github.com/lilbud/btx-article-dump/articles/interview/2016-10-08_true_bruce_[7902].md,Brian Hiatt,Rolling Stone,True Bruce,2016-10-08,Interview,
7903,https://github.com/lilbud/btx-article-dump/articles/essay/2013-06-02_shooting_brilliant_disguise_[7903].md,Meiert Avis,http://meiertavis.com,Shooting Brilliant Disguise,2013-06-02,Essay,
7904,https://github.com/lilbud/btx-article-dump/articles/interview/2016-10-20_bbc2_interview_with_simon_mayo_[7904].md,Simon Mayo,BBC2,BBC2 Interview with Simon Mayo,2016-10-20,Interview,
7905,https://github.com/lilbud/btx-article-dump/articles/opinion/2016-10-28_here_s_why_bruce_springsteen_s_blue_have_[7905].md,Jeffrey Fleishman,The Los Angeles Times,Here's why Bruce Springsteen's blue-collar heroes have made Donald Trump their rock star,2016-10-28,Opinion,
7906,https://github.com/lilbud/btx-article-dump/articles/commentary/2016-10-30_bruce_springsteen_you_can_change_a_life_[7906].md,Michael Hann,The Guardian,Bruce Springsteen: 'You can change a life in three minutes with the right song',2016-10-30,Commentary,
7907,https://github.com/lilbud/btx-article-dump/articles/interview/2016-10-07_the_new_yorker_town_hall_interview_[7907].md,David Remnick,The New Yorker,The New Yorker Town Hall interview,2016-10-07,Interview,
7908,https://github.com/lilbud/btx-article-dump/articles/interview/2016-10-07_bruce_springsteen_on_jersey_masculinity_[7908].md,Terry Gross,NPR,"Bruce Springsteen: On Jersey, Masculinity And Wishing To Be His Stage Persona",2016-10-07,Interview,
7909,https://github.com/lilbud/btx-article-dump/articles/commentary/2016-10-07_trump_strikes_a_chord_with_springsteen_s_[7909].md,Ben Macintyre,The London Times,Trump strikes a chord with Springsteen's America,2016-10-07,Commentary,
7910,https://github.com/lilbud/btx-article-dump/articles/book_review/2016-10-19_the_realest_thing_you_ve_ever_seen_[7910].md,Robert Christgau,Robert Christgau,The Realest Thing You've Ever Seen,2016-10-19,Book Review,
7911,https://github.com/lilbud/btx-article-dump/articles/commentary/2016-10-19_bruce_springsteen_more_or_less_than_the_[7911].md,Will Gompertz,BBC,Bruce Springsteen: More or less than The Boss?,2016-10-19,Commentary,
8001,https://github.com/lilbud/btx-article-dump/articles/commentary/2016-12-08_the_springsteen_paradox_that_explains_[8001].md,Michael Luongo,CNN,The 'Springsteen paradox' that explains why Trump won Michigan,2016-12-08,Commentary,
8002,https://github.com/lilbud/btx-article-dump/articles/interview/2017-01-01_bruce_springsteen_aeur_this_is_the_only_[8002].md,Michaela Hann,The Guardian,Bruce Springsteen: 'This is the only thing I'm qualified to do. It matters how I do it',2017-01-01,Interview,
8003,https://github.com/lilbud/btx-article-dump/articles/commentary/2017-08-09_former_wmms_program_director_on_the_of_s_[8003].md,Colton Faull,Cleveland Scene,Former WMMS Program Director On the Legacy of Bruce Springsteen's Legendary 1978 Agora Concert,2017-08-09,Commentary,
8004,https://github.com/lilbud/btx-article-dump/articles/news/2017-09-11_inside_bruce_springsteen_and_taylor_s_on_[8004].md,Steve Knopper,Rolling Stone,"Inside Bruce Springsteen and Taylor Swift's War on Scalpers, Ticket Bots",2017-09-11,News,
8005,https://github.com/lilbud/btx-article-dump/articles/interview/2017-09-27_the_boss_on_broadway_bruce_springsteen_[8005].md,Jon Pareles,The New York Times,The Boss on Broadway: Bruce Springsteen on His 'First Real Job',2017-09-27,Interview,
8006,https://github.com/lilbud/btx-article-dump/articles/commentary/2017-09-28_bruce_springsteen_is_a_totally_new_thing_[8006].md,Peter Marks,The Washington Post,Bruce Springsteen is a totally new thing for Broadway. Will it change because of him?,2017-09-28,Commentary,
8007,https://github.com/lilbud/btx-article-dump/articles/interview/2017-09-01_bruce_springsteen_on_broadway_his_next_[8007].md,Jem Aswad,Variety,"Bruce Springsteen on Broadway, His Next Album, and Loving New Jersey",2017-09-01,Interview,
8008,https://github.com/lilbud/btx-article-dump/articles/commentary/2017-01-11_bruce_springsteen_on_musical_activism_a_[8008].md,Michele Amabile Angermiller,Billboard,Bruce Springsteen on Musical Activism: 'The Right Song Can Start a Fire',2017-01-11,Commentary,
8009,https://github.com/lilbud/btx-article-dump/articles/commentary/2017-02-18_bruce_springsteen_still_rocking_with_joy_[8009].md,Greg Fleming,The New Zealand Herald,Bruce Springsteen: Still rocking with joy,2017-02-18,Commentary,
8010,https://github.com/lilbud/btx-article-dump/articles/concert_review/1979-01-16_winterland_concert_review_[8010].md,Ron Lillejord,The Stanford Daily,Winterland Concert Review,1979-01-16,Concert Review,
8011,https://github.com/lilbud/btx-article-dump/articles/essay/2017-03-23_friend_of_bruce_springsteen_has_been_of_[8011].md,The Onion Staff,The Onion,Friend of Bruce Springsteen Has Been Thinking Of Excuses To Avoid Checking Out His Band For 50 Years,2017-03-23,Essay,
8012,https://github.com/lilbud/btx-article-dump/articles/commentary/1988-10-31_eve_catchers_of_india_[8012].md,Unknown,IndiaToday,Eve catchers of India,1988-10-31,Commentary,
8013,https://github.com/lilbud/btx-article-dump/articles/commentary/2008-06-01_how_springsteen_rocked_berlin_[8013].md,Erik Kirschbaum,Lifestyle Magazine,How Springsteen rocked Berlin,2008-06-01,Commentary,
8014,https://github.com/lilbud/btx-article-dump/articles/news/2017-01-16_springsteen_to_play_broadway_[8014].md,Daniel Kreps,Rolling Stone,Springsteen to play Broadway,2017-01-16,News,
8101,https://github.com/lilbud/btx-article-dump/articles/concert_review/2017-10-12_springsteen_on_broadway_reveals_the_real_[8101].md,Jesse Green,The New York Times,"'Springsteen on Broadway' Reveals the Artist, Real and Intense",2017-10-12,Concert Review,
8102,https://github.com/lilbud/btx-article-dump/articles/interview/2017-10-18_bruce_springsteen_remembers_tom_petty_[8102].md,David Fricke,Rolling Stone,Bruce Springsteen remembers Tom Petty,2017-10-18,Interview,
8103,https://github.com/lilbud/btx-article-dump/articles/concert_review/2017-10-30_springsteen_on_broadway_legends_from_a_[8103].md,Hilton Als,The New Yorker,"Springsteen on Broadway"": Legends from a Life Story",2017-10-30,Concert Review,
8104,https://github.com/lilbud/btx-article-dump/articles/concert_review/1988-05-16_springsteen_at_the_garden_1988_[8104].md,Stephen Holden,The New York Times,Springsteen At The Garden 1988,1988-05-16,Concert Review,
8105,https://github.com/lilbud/btx-article-dump/articles/commentary/2018-03-01_these_are_the_8_best_bruce_springsteen_[8105].md,Sam Sodomsky,Pitchfork,These Are the 8 Best Bruce Springsteen Books,2018-03-01,Commentary,
8106,https://github.com/lilbud/btx-article-dump/articles/concert_review/2017-10-13_bruce_springsteen_s_broadway_show_is_the_[8106].md,Sam Sodomsky,Pitchfork,Bruce Springsteen's Broadway Show Is the Loneliest Thing He's Ever Done,2017-10-13,Concert Review,
8107,https://github.com/lilbud/btx-article-dump/articles/concert_review/2017-10-10_sorry_bruce_fans_but_springsteen_on_is_a_[8107].md,Bobby Olivier,nj.com,"Sorry, Bruce fans, but 'Springsteen on Broadway' is a dud: review",2017-10-10,Concert Review,
8108,https://github.com/lilbud/btx-article-dump/articles/concert_review/2017-10-13_springsteen_on_broadway_creates_new_[8108].md,David Bauder,The Washington Post,Springsteen On Broadway Creates New Performance Template,2017-10-13,Concert Review,
8109,https://github.com/lilbud/btx-article-dump/articles/concert_review/2017-10-14_waiting_for_bruce_[8109].md,Stuart Emmrich,The New York Times,Waiting for Bruce,2017-10-14,Concert Review,
8110,https://github.com/lilbud/btx-article-dump/articles/concert_review/2017-10-16_springsteen_on_broadway_a_review_of_an_[8110].md,Peter Van Buren,Medium,Springsteen on Broadway: A Review of an Evening Dark and Necessary,2017-10-16,Concert Review,
8111,https://github.com/lilbud/btx-article-dump/articles/other/2016-01-01_videos_1973_2016_[8111].md,Various,Various,Videos 1973-2016,2016-01-01,Other,
8201,https://github.com/lilbud/btx-article-dump/articles/interview/2008-04-04_max_weinberg_provides_an_insider_s_tour_[8201].md,Ben Wener,Orange County Register,Max Weinberg provides an insider's tour of life on E Street,2008-04-04,Interview,
8202,https://github.com/lilbud/btx-article-dump/articles/commentary/1974-10-23_springsteen_cooks_with_rock_n_roll_[8202].md,George Kanzler Jr.,The Star-Ledger,Springsteen Cooks With Rock 'n' Roll,1974-10-23,Commentary,
8204,https://github.com/lilbud/btx-article-dump/articles/commentary/1975-08-15_the_rocky_road_to_rock_stardom_[8204].md,JOHN ROCKWELL,The New York Times,The Rocky Road to Rock Stardom,1975-08-15,Commentary,
8206,https://github.com/lilbud/btx-article-dump/articles/commentary/1975-10-05_if_there_hadn_t_been_a_bruce_springsteen_[8206].md,Henry Edwards,The New York Times,"If There Hadn't Been a Bruce Springsteen, Then the Critics Would Have Made Him Up",1975-10-05,Commentary,
8207,https://github.com/lilbud/btx-article-dump/articles/concert_review/1974-08-05_springsteen_sings_with_ann_murray_[8207].md,Ian Dove,The New York Times,Springsteen Sings With Ann Murray,1974-08-05,Concert Review,
8208,https://github.com/lilbud/btx-article-dump/articles/concert_review/1978-07-07_the_roxy_july_7_1978_review_[8208].md,Sam Sodomsky,Pitchfork,"The Roxy - July 7, 1978 Review",1978-07-07,Concert Review,
8209,https://github.com/lilbud/btx-article-dump/articles/commentary/2018-08-09_40_facts_about_bruce_springsteen_s_1978_[8209].md,Troy L. Smith,Cleveland.com,40 facts about Bruce Springsteen's famous 1978 Agora concert,2018-08-09,Commentary,
8210,https://github.com/lilbud/btx-article-dump/articles/interview/2018-10-17_bruce_springsteen_on_the_stone_pony_just_[8210].md,Nick Corasaniti,The New York Times,Bruce Springsteen on the Stone Pony: 'Just a Very Down-Home Place',2018-10-17,Interview,
8211,https://github.com/lilbud/btx-article-dump/articles/commentary/2012-09-14_bruce_springsteen_means_many_things_to_[8211].md,Chris Richards,Washington Post,Bruce Springsteen means many things to many people in Washington,2012-09-14,Commentary,
8212,https://github.com/lilbud/btx-article-dump/articles/commentary/1973-01-21_pop_folk_poets_a_band_of_loners_[8212].md,John Rockwell,The New York Times,Pop Folk Poets A Band of Loners,1973-01-21,Commentary,
8214,https://github.com/lilbud/btx-article-dump/articles/commentary/1975-10-24_hype_and_springsteen_[8214].md,John Rockwell,The New York Times,Hype And Springsteen,1975-10-24,Commentary,
8301,https://github.com/lilbud/btx-article-dump/articles/concert_review/1976-10-30_springsteen_cocky_and_tireless_asserts_[8301].md,John Rockwell,The New York Times,"Springsteen, Cocky and Tireless, Asserts Flamboyant Ebullience",1976-10-30,Concert Review,
8302,https://github.com/lilbud/btx-article-dump/articles/commentary/1976-12-26_from_punk_rock_to_the_big_comebacks_[8302].md,John Rockwell,The New York Times,From Punk Rock to The Big Comebacks,1976-12-26,Commentary,
8303,https://github.com/lilbud/btx-article-dump/articles/album_review/western_stars/2019-06-06_alexis-petridis_the-guardian_[8303].md,Alexis Petridis,The Guardian,Western Stars Review,2019-06-06,Album Review,Western Stars
8304,https://github.com/lilbud/btx-article-dump/articles/album_review/western_stars/2019-06-10_gregory-katz_associated-press_[8304].md,Gregory Katz,Associated Press,Western Stars Review,2019-06-10,Album Review,Western Stars
8305,https://github.com/lilbud/btx-article-dump/articles/album_review/western_stars/2019-06-10_russ-coffey_the-arts-desk_[8305].md,Russ Coffey,The Arts Desk,Western Stars: The Boss Shows His Smooth Side,2019-06-10,Album Review,Western Stars
8306,https://github.com/lilbud/btx-article-dump/articles/album_review/western_stars/2019-06-10_glenn-gamboa_newsday_[8306].md,Glenn Gamboa,Newsday,Bruce Springsteen's Stunning New Approach,2019-06-10,Album Review,Western Stars
8307,https://github.com/lilbud/btx-article-dump/articles/album_review/western_stars/2019-06-12_jon-pareles_the-new-york-times_[8307].md,Jon Pareles,The New York Times,Western Stars,2019-06-12,Album Review,Western Stars
8308,https://github.com/lilbud/btx-article-dump/articles/album_review/darkness_on_the_edge_of_town/1978-06-11_john-rockwell_the-new-york-times_[8308].md,John Rockwell,The New York Times,"Jagger, Springsteen And the New Angst",1978-06-11,Album Review,Darkness on the Edge of Town
8309,https://github.com/lilbud/btx-article-dump/articles/concert_review/1978-05-26_bruce_in_buffalo_[8309].md,John Rockwell,The New York Times,Bruce in Buffalo,1978-05-26,Concert Review,
